,Слово,Кол-во употреблений,Коэффициент,Тональность
1371,разойтись,1,"-0,6578999999999999",отрицательное
1372,отрезать,1,"-0,5921",отрицательное
1373,лживый,1,"-1,0",отрицательное
1374,ограбить,1,"-1,0",отрицательное
1375,нытик,1,"-1,0",отрицательное
1376,паникёр,1,"-1,0",отрицательное
1377,сорваться,1,"-1,0",отрицательное
1378,покорить,1,"0,731",положительное
1379,неспособный,1,"-0,9722",отрицательное
1380,лавина,1,"-0,8285",отрицательное
1381,отремонтировать,1,"0,6774",положительное
1382,позор,1,"-1,0",отрицательное
1383,изгнать,1,"-1,0",отрицательное
1384,обидчик,1,"-1,0",отрицательное
1385,хранительница,1,"0,9066",положительное
1386,вред,1,"-1,0",отрицательное
1387,сгнить,1,"-1,0",отрицательное
1388,развалина,1,"-0,7795",отрицательное
1389,бесполезный,1,"-1,0",отрицательное
1390,зарядиться,1,"1,0",положительное
1391,спутница,1,"0,708",положительное
1392,бубнить,1,"-0,8587",отрицательное
1393,пир,1,"0,9848",положительное
1394,сирота,1,"-0,8815999999999999",отрицательное
1395,накормить,1,"1,0",положительное
1396,оригинальный,1,"0,9",положительное
1397,запросто,1,"0,6842",положительное
1398,сближать,1,"0,7832",положительное
1399,пикник,1,"0,9129999999999999",положительное
1400,сплотить,1,"1,0",положительное
1401,выпихнуть,1,"-0,875",отрицательное
1402,осложнить,1,"-0,95",отрицательное
1403,нарушитель,1,"-1,0",отрицательное
1404,охота,1,"-0,63235",отрицательное
1405,понимающе,1,"1,0",положительное
1406,драконовский,1,"-0,8077",отрицательное
1407,загонять,1,"-0,68665",отрицательное
1408,выслушивать,1,"0,8243",положительное
1409,невиновность,1,"0,8571",положительное
1410,уничтожение,1,"-0,96155",отрицательное
1411,противоречить,1,"-0,8362",отрицательное
1412,прогнуться,1,"-0,78835",отрицательное
1413,эволюция,1,"0,7973",положительное
1414,заточение,1,"-1,0",отрицательное
1415,изголодаться,1,"-0,92855",отрицательное
1416,новогодний,1,"1,0",положительное
1417,недобрый,1,"-1,0",отрицательное
1418,зажимать,1,"-0,55",отрицательное
1419,выбить,1,"-0,8040499999999999",отрицательное
1420,прорабатывать,1,"0,9474",положительное
1421,выстреливать,1,"-0,7097",отрицательное
1422,протолкнуться,1,"-0,51015",отрицательное
1423,выстрелить,1,"-0,7342500000000001",отрицательное
1424,отказывать,1,"-0,83985",отрицательное
1425,обновка,1,"0,9167",положительное
1426,объедаться,1,"-0,9762",отрицательное
1427,укрепить,1,"1,0",положительное
1428,выстрел,1,"-0,8161",отрицательное
1429,мягкий,1,"0,7273",положительное
1430,прогрессивный,1,"1,0",положительное
1431,высококачественный,1,"1,0",положительное
1432,конкурентка,1,"-0,91815",отрицательное
1433,освоение,1,"0,8136",положительное
1434,плоский,1,"-0,5403",отрицательное
1435,задерживать,1,"-0,74255",отрицательное
1436,задержать,1,"-0,6976",отрицательное
1437,пустовать,1,"-0,6919500000000001",отрицательное
1438,разрушать,1,"-1,0",отрицательное
1439,удаление,1,"-0,7",отрицательное
1440,героический,1,"1,0",положительное
1441,свалить,1,"-0,8303",отрицательное
1442,патриотка,1,"0,7070000000000001",положительное
1443,слабость,1,"-0,95895",отрицательное
1444,стопориться,1,"-0,89705",отрицательное
1445,отступить,1,"-0,69035",отрицательное
1446,тесный,1,"-0,8615999999999999",отрицательное
1447,увлечь,1,"0,7051",положительное
1448,авторитетный,1,"1,0",положительное
1449,сползание,1,"-0,6507000000000001",отрицательное
1450,чудовищный,1,"-1,0",отрицательное
1451,невыгодный,1,"-1,0",отрицательное
1452,ограничивать,1,"-0,7201500000000001",отрицательное
1453,грешить,1,"-1,0",отрицательное
1454,фиговый,1,"-1,0",отрицательное
1455,демотивировать,1,"-1,0",отрицательное
1456,вуз,1,"0,6743",положительное
1457,втайне,1,"-0,65315",отрицательное
1458,впихивать,1,"-0,68805",отрицательное
1459,терроризм,1,"-1,0",отрицательное
1460,затоптать,1,"-1,0",отрицательное
1461,тупой,1,"-0,9953000000000001",отрицательное
1462,изобрести,1,"0,7258",положительное
1463,башка,1,"-0,8357",отрицательное
1464,подыхать,1,"-1,0",отрицательное
1465,гол,1,"0,9444",положительное
1466,идиотский,1,"-1,0",отрицательное
1467,бредовый,1,"-1,0",отрицательное
1468,сочувствие,1,"1,0",положительное
1469,жертва,1,"-1,0",отрицательное
1470,неуверенность,1,"-0,84665",отрицательное
1471,впечатлять,1,"0,9079",положительное
1472,подачка,1,"-0,8400000000000001",отрицательное
1473,подтверждаться,1,"0,6842",положительное
1474,сдаваться,1,"-0,96155",отрицательное
1475,стадо,1,"-0,5543",отрицательное
1476,путешествовать,1,"1,0",положительное
1477,трясти,1,"-0,5184",отрицательное
1478,бессознательный,1,"-0,7381",отрицательное
1479,осудить,1,"-0,95",отрицательное
1480,увлекаться,1,"0,7377",положительное
1481,зависать,1,"-0,724",отрицательное
1482,пилить,1,"-0,57855",отрицательное
1483,воодушевлять,1,"1,0",положительное
1484,намертво,1,"-0,67855",отрицательное
1485,выручить,1,"1,0",положительное
1486,отлучиться,1,"-0,5086",отрицательное
1487,малышок,1,"0,6864",положительное
1488,посылать,1,"-0,5619",отрицательное
1489,лучик,1,"0,9",положительное
1490,обрадовать,1,"1,0",положительное
1491,скормить,1,"-1,0",отрицательное
1492,смышлёный,1,"1,0",положительное
1493,меньшинство,1,"-0,63795",отрицательное
1494,поседеть,1,"-0,7029000000000001",отрицательное
1495,радушный,1,"1,0",положительное
1496,упереть,1,"-0,7232000000000001",отрицательное
1497,патриотизм,1,"0,9433",положительное
1498,антибактериальный,1,"0,7091",положительное
1499,бактерия,1,"-0,5279",отрицательное
1500,микроб,1,"-0,5403",отрицательное
1501,спешка,1,"-0,7345999999999999",отрицательное
1502,настроиться,1,"0,8445",положительное
1503,священный,1,"1,0",положительное
1504,осознание,1,"0,9",положительное
1505,лечебный,1,"0,9286",положительное
1506,голодание,1,"-1,0",отрицательное
1507,очищение,1,"1,0",положительное
1508,отговорка,1,"-1,0",отрицательное
1509,неминуемый,1,"-0,73935",отрицательное
1510,усовершенствование,1,"1,0",положительное
1511,задаваться,1,"-0,6111",отрицательное
1512,незавершённый,1,"-0,76505",отрицательное
1513,удостоить,1,"0,8394",положительное
1514,мучить,1,"-1,0",отрицательное
1515,облегчать,1,"1,0",положительное
1516,оживать,1,"1,0",положительное
1517,энергичный,1,"1,0",положительное
1518,больничный,1,"-0,6734",отрицательное
1519,библиотека,1,"0,6654",положительное
1520,откликаться,1,"0,6923",положительное
1521,отнимать,1,"-0,95",отрицательное
1522,художественный,1,"0,7564",положительное
1523,живопись,1,"0,708",положительное
1524,бешенный,1,"-1,0",отрицательное
1525,господь,1,"0,684",положительное
1526,пошутить,1,"0,7162",положительное
1527,воспитывать,1,"0,7632",положительное
1528,ослаблять,1,"-0,51785",отрицательное
1529,выпучить,1,"-0,7",отрицательное
1530,искривить,1,"-0,8141",отрицательное
1531,ранить,1,"-0,9914000000000001",отрицательное
1532,сглазить,1,"-1,0",отрицательное
1533,чуткий,1,"1,0",положительное
1534,накидать,1,"-0,55",отрицательное
1535,самодисциплина,1,"1,0",положительное
1536,повеселиться,1,"1,0",положительное
1537,капкан,1,"-0,95",отрицательное
1538,расстраивать,1,"-1,0",отрицательное
1539,захватить,1,"-0,86025",отрицательное
1540,пионер,1,"0,6628",положительное
1541,совершенствоваться,1,"1,0",положительное
1542,осмыслить,1,"0,9",положительное
1543,улучшить,1,"1,0",положительное
1544,напряжение,1,"-0,7622",отрицательное
1545,панический,1,"-1,0",отрицательное
1546,покинуть,1,"-0,71875",отрицательное
1547,прочность,1,"0,9643",положительное
1548,расслаблять,1,"0,6707",положительное
1549,духовный,1,"0,7562",положительное
1550,горе,1,"-1,0",отрицательное
1551,чесаться,1,"-0,6447499999999999",отрицательное
1552,неудача,1,"-1,0",отрицательное
1553,болтать,1,"-0,5403",отрицательное
1554,фанат,1,"0,7105",положительное
1555,воплощать,1,"0,7437",положительное
1556,перегружаться,1,"-0,7738499999999999",отрицательное
1557,бессонный,1,"-0,95425",отрицательное
1558,нежданный,1,"-0,5086",отрицательное
1559,неуправляемый,1,"-1,0",отрицательное
1560,наглость,1,"-1,0",отрицательное
1561,безнаказанность,1,"-1,0",отрицательное
1562,рискованный,1,"-0,6818",отрицательное
1563,преданность,1,"1,0",положительное
1564,сплетня,1,"-1,0",отрицательное
1565,беречь,1,"1,0",положительное
1566,обида,1,"-1,0",отрицательное
1567,беспокойство,1,"-0,9152",отрицательное
1568,пробка,1,"-0,5995",отрицательное
1569,неудобство,1,"-1,0",отрицательное
1570,откликнуться,1,"0,7154",положительное
1571,успокоительный,1,"0,6692",положительное
1572,беспричинный,1,"-0,55",отрицательное
1573,караул,1,"-0,95",отрицательное
1574,загруженность,1,"-0,775",отрицательное
1575,предновогодний,1,"0,9783",положительное
1576,грипп,1,"-1,0",отрицательное
1577,шутка,1,"0,7913",положительное
1578,приз,1,"0,9",положительное
1579,одиночка,1,"-0,7237",отрицательное
1580,материнство,1,"0,9878",положительное
1581,победитель,1,"1,0",положительное
1582,сочный,1,"0,9",положительное
1583,согревать,1,"1,0",положительное
1584,сытный,1,"1,0",положительное
1585,кормление,1,"0,6778",положительное
1586,счастливчик,1,"1,0",положительное
1587,смачный,1,"0,8588",положительное
1588,влепить,1,"-0,9537",отрицательное
1589,тошнота,1,"-1,0",отрицательное
1590,оговариваться,1,"-0,7976",отрицательное
1591,тернистый,1,"-0,766",отрицательное
1592,осознавать,1,"0,7627",положительное
1593,шутить,1,"0,9706",положительное
1594,милый,1,"1,0",положительное
1595,приветливый,1,"1,0",положительное
1596,располагать,1,"0,9",положительное
1597,помощница,1,"0,9167",положительное
1598,неровность,1,"-0,7691",отрицательное
1599,отслеживание,1,"-0,56915",отрицательное
1600,своевременный,1,"1,0",положительное
1601,коммуникабельный,1,"1,0",положительное
1602,исполнительный,1,"0,7241",положительное
1603,универсальность,1,"0,9375",положительное
1604,тренироваться,1,"0,9",положительное
1605,продуктивность,1,"1,0",положительное
1606,гимнастка,1,"0,6842",положительное
1607,гармония,1,"1,0",положительное
1608,совестный,1,"1,0",положительное
1609,отговаривать,1,"-0,5683",отрицательное
1610,дочитать,1,"0,7241",положительное
1611,приветствовать,1,"0,9107",положительное
1612,юбилейный,1,"0,9167",положительное
1613,зажигательный,1,"0,9828",положительное
1614,впихнуть,1,"-0,7142999999999999",отрицательное
1615,бухнуть,1,"-0,9556",отрицательное
1616,свершиться,1,"0,7105",положительное
1617,объятие,1,"1,0",положительное
1618,потерпеть,1,"-0,5766",отрицательное
1619,напиться,1,"-0,70085",отрицательное
1620,участь,1,"-0,6458999999999999",отрицательное
1621,разводить,1,"-0,6986",отрицательное
1622,гуру,1,"0,7903",положительное
1623,пустышка,1,"-0,72035",отрицательное
1624,успешность,1,"1,0",положительное
1625,разводка,1,"-0,6236999999999999",отрицательное
1626,ляп,1,"-1,0",отрицательное
1627,вредить,1,"-1,0",отрицательное
1628,срываться,1,"-0,9722",отрицательное
1629,укрепляться,1,"0,75",положительное
1630,рациональный,1,"1,0",положительное
1631,бешеный,1,"-1,0",отрицательное
1632,вмешиваться,1,"-0,74585",отрицательное
1633,ликвидировать,1,"-0,95",отрицательное
1634,попадаться,1,"-0,82145",отрицательное
1635,повоевать,1,"-1,0",отрицательное
1636,назревать,1,"-0,6128",отрицательное
1637,острый,1,"-0,60295",отрицательное
1638,приумножить,1,"0,8017",положительное
1639,развитый,1,"1,0",положительное
1640,справедливый,1,"1,0",положительное
1641,восхищаться,1,"1,0",положительное
1642,признательность,1,"1,0",положительное
1643,дурь,1,"-1,0",отрицательное
1644,долбануть,1,"-1,0",отрицательное
1645,выносливость,1,"0,9828",положительное
1646,помешать,1,"-0,84665",отрицательное
1647,взбучка,1,"-1,0",отрицательное
1648,прихрамывать,1,"-0,8884000000000001",отрицательное
1649,мудрый,1,"1,0",положительное
1650,поесть,1,"0,6732",положительное
1651,спешить,1,"-0,59515",отрицательное
1652,трудиться,1,"0,8644",положительное
1653,приостанавливать,1,"-0,55",отрицательное
1654,глупый,1,"-0,95",отрицательное
1655,врываться,1,"-0,8371500000000001",отрицательное
1656,намутить,1,"-0,7426999999999999",отрицательное
1657,лютый,1,"-0,95295",отрицательное
1658,здороваться,1,"0,9118",положительное
1659,забирать,1,"-0,5441",отрицательное
1660,энтузиаст,1,"1,0",положительное
1661,полупустой,1,"-0,51785",отрицательное
1662,отпадать,1,"-0,64625",отрицательное
1663,целовать,1,"1,0",положительное
1664,благотворительность,1,"1,0",положительное
1665,херить,1,"-1,0",отрицательное
1666,нелогичный,1,"-0,9048499999999999",отрицательное
1667,печенька,1,"0,9063",положительное
1668,мусорный,1,"-0,87845",отрицательное
1669,переться,1,"-0,8482000000000001",отрицательное
1670,котёнок,1,"0,9",положительное
1671,тормознуть,1,"-0,7134",отрицательное
1672,котик,1,"1,0",положительное
1673,рыбка,1,"0,7066",положительное
1674,выгореть,1,"-0,9433",отрицательное
1675,титька,1,"-0,5788",отрицательное
1676,обучаться,1,"1,0",положительное
1677,дикий,1,"-0,7988",отрицательное
1678,свидание,1,"0,9",положительное
1679,осознанный,1,"0,9643",положительное
1680,экологический,1,"0,7925",положительное
1681,обрушиться,1,"-0,95",отрицательное
1682,белоснежный,1,"0,6527",положительное
1683,празднование,1,"1,0",положительное
1684,угощаться,1,"0,934",положительное
1685,научаться,1,"0,9",положительное
1686,эффективность,1,"1,0",положительное
1687,исчезнуть,1,"-0,67045",отрицательное
1688,начальство,1,"-0,55075",отрицательное
1689,напрягаться,1,"-0,6475500000000001",отрицательное
1690,расслабиться,1,"0,9079",положительное
1691,отбывание,1,"-0,77965",отрицательное
1692,поощрение,1,"1,0",положительное
1693,прояснение,1,"0,7301",положительное
1694,спокойствие,1,"0,9",положительное
1695,огребать,1,"-1,0",отрицательное
1696,выбраться,1,"0,7174",положительное
1697,слететь,1,"-0,74595",отрицательное
1698,сбежать,1,"-0,72655",отрицательное
1699,трястись,1,"-0,74595",отрицательное
1700,отталкивать,1,"-0,9914000000000001",отрицательное
1701,заразить,1,"-1,0",отрицательное
1702,героиня,1,"0,9",положительное
1703,олимпиец,1,"0,7301",положительное
1704,усвоить,1,"0,9444",положительное
1705,утопить,1,"-0,9527",отрицательное
1706,повыситься,1,"0,9",положительное
1707,обесценить,1,"-1,0",отрицательное
1708,опустить,1,"-0,5254",отрицательное
1709,выскочка,1,"-1,0",отрицательное
1710,позорище,1,"-1,0",отрицательное
1711,разбежаться,1,"-0,53125",отрицательное
1712,дружба,1,"1,0",положительное
1713,привязанность,1,"0,6532",положительное
1714,удерживать,1,"-0,5593",отрицательное
1715,нежелание,1,"-0,95",отрицательное
1716,подстроить,1,"-0,71665",отрицательное
1717,тунеядец,1,"-1,0",отрицательное
1718,безграмотность,1,"-1,0",отрицательное
1719,недостаточность,1,"-0,9597",отрицательное
1720,взаимопомощь,1,"1,0",положительное
1721,уют,1,"1,0",положительное
1722,опытность,1,"1,0",положительное
1723,поощрить,1,"1,0",положительное
1724,отсутствовать,1,"-0,7023999999999999",отрицательное
1725,размазываться,1,"-0,6959500000000001",отрицательное
1726,прикидываться,1,"-0,8848",отрицательное
1727,нервный,1,"-1,0",отрицательное
1728,неузнаваемость,1,"-0,51905",отрицательное
1729,нежный,1,"1,0",положительное
1730,завертеться,1,"-0,61365",отрицательное
1731,мастерский,1,"0,9828",положительное
1732,художник,1,"0,75",положительное
1733,вдохновиться,1,"1,0",положительное
1734,муза,1,"0,9444",положительное
1735,стихийный,1,"-0,7854",отрицательное
1736,волонтёр,1,"0,9444",положительное
1737,значимый,1,"0,9118",положительное
1738,неуважение,1,"-1,0",отрицательное
1739,плевок,1,"-1,0",отрицательное
1740,стыд,1,"-0,8022",отрицательное
1741,курорт,1,"1,0",положительное
1742,игнорироваться,1,"-1,0",отрицательное
1743,тройка,1,"-0,58175",отрицательное
1744,хитрый,1,"-0,6628000000000001",отрицательное
1745,поломать,1,"-1,0",отрицательное
1746,шумный,1,"-0,77895",отрицательное
1747,обломаться,1,"-1,0",отрицательное
1748,покормить,1,"0,7381",положительное
1749,оштрафовать,1,"-0,91665",отрицательное
1750,рейд,1,"-0,6089",отрицательное
1751,мастерски,1,"1,0",положительное
1752,лопаться,1,"-0,6875",отрицательное
1753,лирика,1,"0,7105",положительное
1754,чрезмерный,1,"-0,77805",отрицательное
1755,точный,1,"0,7489",положительное
1756,симпатичный,1,"1,0",положительное
1757,орудие,1,"-0,71225",отрицательное
1758,громкий,1,"-0,58265",отрицательное
1759,аплодисменты,1,"1,0",положительное
1760,неотвратимый,1,"-0,7677",отрицательное
1761,холодный,1,"-0,5086",отрицательное
1762,избавляться,1,"-0,7429",отрицательное
1763,тоска,1,"-1,0",отрицательное
1764,недуг,1,"-1,0",отрицательное
1765,психический,1,"-0,6499999999999999",отрицательное
1766,предусмотрительный,1,"0,9",положительное
1767,заболеваемость,1,"-0,97855",отрицательное
1768,смертность,1,"-0,78125",отрицательное
1769,весна,1,"0,7174",положительное
1770,превзойти,1,"0,9444",положительное
1771,убавить,1,"-0,6285000000000001",отрицательное
1772,изумление,1,"0,6837",положительное
1773,похоронить,1,"-0,95",отрицательное
1774,первенство,1,"0,8208",положительное
1775,вырвать,1,"-0,7827999999999999",отрицательное
1776,христос,1,"0,8271",положительное
1777,спаситель,1,"1,0",положительное
1778,достоинство,1,"1,0",положительное
1779,удовлетворять,1,"0,7689",положительное
1780,желанный,1,"1,0",положительное
1781,оживиться,1,"1,0",положительное
1782,премиальный,1,"1,0",положительное
1783,ущемить,1,"-1,0",отрицательное
1784,поспеть,1,"0,7091",положительное
1785,уводить,1,"-0,7194499999999999",отрицательное
1786,озадачить,1,"-0,53845",отрицательное
1787,умолчать,1,"-0,6282000000000001",отрицательное
1788,отвалиться,1,"-0,771",отрицательное
1789,отсрочить,1,"-0,5438",отрицательное
1790,неприкрытый,1,"-0,7146",отрицательное
1791,уменьшать,1,"-0,5086",отрицательное
1792,козёл,1,"-0,6689",отрицательное
1793,столкнуть,1,"-0,85175",отрицательное
1794,повлечь,1,"-0,51045",отрицательное
1795,расстаться,1,"-0,95",отрицательное
1796,конфетка,1,"1,0",положительное
1797,прекращаться,1,"-0,5803",отрицательное
1798,проголодаться,1,"-0,66065",отрицательное
1799,освобождение,1,"0,9",положительное
1800,заработок,1,"0,9",положительное
1801,сгинуть,1,"-1,0",отрицательное
1802,замедлить,1,"-0,55",отрицательное
1803,комфортность,1,"1,0",положительное
1804,издевательский,1,"-1,0",отрицательное
1805,совать,1,"-0,6511",отрицательное
1806,вникать,1,"0,6681",положительное
1807,отстрел,1,"-1,0",отрицательное
1808,живучий,1,"0,9057",положительное
1809,отвергнуть,1,"-1,0",отрицательное
1810,пропускать,1,"-0,6182000000000001",отрицательное
1811,тюльпан,1,"0,6527",положительное
1812,запоминание,1,"0,6522",положительное
1813,пулять,1,"-0,80555",отрицательное
1814,расхождение,1,"-0,675",отрицательное
1815,желтизна,1,"-0,6000000000000001",отрицательное
1816,недопустимый,1,"-0,875",отрицательное
1817,раздор,1,"-1,0",отрицательное
1818,взаимосвязь,1,"0,7119",положительное
1819,несоответствие,1,"-0,8552500000000001",отрицательное
1820,лаконичный,1,"0,9167",положительное
1821,творец,1,"0,9138",положительное
1822,расползаться,1,"-0,6474500000000001",отрицательное
1823,стоящий,1,"0,6654",положительное
1824,лекарство,1,"1,0",положительное
1825,уберечь,1,"1,0",положительное
1826,грамота,1,"0,7437",положительное
1827,отвага,1,"1,0",положительное
1828,решимость,1,"0,9",положительное
1829,собачий,1,"-0,5326",отрицательное
1830,добыча,1,"0,7091",положительное
1831,высасывать,1,"-0,62265",отрицательное
1832,кроха,1,"0,7627",положительное
1833,названивать,1,"-0,9561999999999999",отрицательное
1834,закатить,1,"-0,6321",отрицательное
1835,магазинчик,1,"0,6545",положительное
1836,канализация,1,"-0,6356999999999999",отрицательное
1837,позорный,1,"-1,0",отрицательное
1838,спам,1,"-0,9597",отрицательное
1839,пенять,1,"-0,89405",отрицательное
1840,разрабатываться,1,"0,6667",положительное
1841,обеспечивать,1,"0,6628",положительное
1842,иск,1,"-0,783",отрицательное
1843,незаконный,1,"-1,0",отрицательное
1844,нерабочий,1,"-0,8815999999999999",отрицательное
1845,отстаивать,1,"0,6504",положительное
1846,эпидемия,1,"-0,9914000000000001",отрицательное
1847,напрягать,1,"-0,95",отрицательное
1848,непонятность,1,"-0,67855",отрицательное
1849,подгорать,1,"-0,9722",отрицательное
1850,вырываться,1,"-0,5513",отрицательное
1851,ирония,1,"-0,7222",отрицательное
1852,самостоятельный,1,"0,9444",положительное
1853,предотвращение,1,"0,7432",положительное
1854,благотворительный,1,"1,0",положительное
1855,грант,1,"0,9167",положительное
1856,благодарственный,1,"1,0",положительное
1857,рождество,1,"1,0",положительное
1858,баран,1,"-0,5660499999999999",отрицательное
1859,рекламировать,1,"-0,52",отрицательное
1860,нежилой,1,"-0,55",отрицательное
1861,окупаться,1,"0,7286",положительное
1862,останавливать,1,"-0,5311",отрицательное
1863,продумать,1,"0,6985",положительное
1864,кот,1,"0,7162",положительное
1865,закопать,1,"-0,5184",отрицательное
1866,страдание,1,"-1,0",отрицательное
1867,вразумительный,1,"1,0",положительное
1868,повестись,1,"-0,8713500000000001",отрицательное
1869,напихать,1,"-0,6877500000000001",отрицательное
1870,обман,1,"-1,0",отрицательное
1871,зануда,1,"-0,95835",отрицательное
1872,ром,1,"-0,53185",отрицательное
1873,устранение,1,"-0,67855",отрицательное
1874,барьер,1,"-0,5625",отрицательное
1875,опасаться,1,"-0,97285",отрицательное
1876,деться,1,"-0,64795",отрицательное
1877,замечание,1,"-0,8620000000000001",отрицательное
1878,огреть,1,"-0,89585",отрицательное
1879,просвет,1,"0,7435",положительное
1880,донашивать,1,"-0,60215",отрицательное
1881,залететь,1,"-0,72725",отрицательное
1882,разглашать,1,"-0,7834",отрицательное
1883,защитный,1,"0,8478",положительное
1884,изолировать,1,"-0,7845",отрицательное
1885,серийный,1,"-0,5086",отрицательное
1886,стойкий,1,"1,0",положительное
1887,мёртвый,1,"-0,875",отрицательное
1888,ломать,1,"-0,8928499999999999",отрицательное
1889,мирный,1,"1,0",положительное
1890,геройский,1,"1,0",положительное
1891,тортик,1,"0,9444",положительное
1892,мурашка,1,"-0,50985",отрицательное
1893,усердный,1,"1,0",положительное
1894,подавлять,1,"-0,85375",отрицательное
1895,дороговатый,1,"-0,8855",отрицательное
1896,деваться,1,"-0,64795",отрицательное
1897,соратник,1,"0,9194",положительное
1898,просвещение,1,"0,9643",положительное
1899,интернат,1,"-0,6474500000000001",отрицательное
1900,вознаграждение,1,"1,0",положительное
1901,гуманный,1,"1,0",положительное
1902,дурацкий,1,"-1,0",отрицательное
1903,солнечный,1,"1,0",положительное
1904,изобретательство,1,"0,9",положительное
1905,усовершенствовать,1,"1,0",положительное
1906,лидировать,1,"0,9444",положительное
1907,стыдный,1,"-0,95",отрицательное
1908,мизерный,1,"-0,7375",отрицательное
1909,непривычный,1,"-0,5916",отрицательное
1910,псих,1,"-1,0",отрицательное
1911,кинуться,1,"-0,71365",отрицательное
1912,пожар,1,"-0,9722",отрицательное
1913,завал,1,"-0,95",отрицательное
1914,восстанавливать,1,"1,0",положительное
1915,правота,1,"0,9",положительное
1916,братский,1,"1,0",положительное
1917,упоение,1,"0,8056",положительное
1918,насилие,1,"-1,0",отрицательное
1919,красный,1,"-0,58195",отрицательное
1920,призвание,1,"0,907",положительное
1921,прокачать,1,"0,8276",положительное
1922,суметь,1,"1,0",положительное
1923,интеллектуальный,1,"1,0",положительное
1924,нудный,1,"-1,0",отрицательное
1925,дисциплина,1,"0,9",положительное
1926,застыть,1,"-0,53945",отрицательное
1927,функциональный,1,"0,9",положительное
1928,романтический,1,"1,0",положительное
1929,заманивать,1,"-0,7946500000000001",отрицательное
1930,фан,1,"0,7105",положительное
1931,диабет,1,"-1,0",отрицательное
1932,разбиваться,1,"-0,98915",отрицательное
1933,божественный,1,"1,0",положительное
1934,бешенство,1,"-1,0",отрицательное
1935,несвойственный,1,"-0,6286499999999999",отрицательное
1936,процветать,1,"1,0",положительное
1937,развлекать,1,"1,0",положительное
1938,греть,1,"0,6969",положительное
1939,потушить,1,"0,6707",положительное
1940,равноправие,1,"0,7759",положительное
1941,кулинария,1,"0,6563",положительное
1942,вечерок,1,"0,684",положительное
1943,дивный,1,"1,0",положительное
1944,зависнуть,1,"-0,7239500000000001",отрицательное
1945,забурлить,1,"-0,55",отрицательное
1946,закипеть,1,"-0,59615",отрицательное
1947,восторженный,1,"1,0",положительное
1948,прерываться,1,"-0,58335",отрицательное
1949,непоследовательный,1,"-0,80265",отрицательное
1950,расстрел,1,"-1,0",отрицательное
1951,затаить,1,"-0,81965",отрицательное
1952,добить,1,"-0,8606",отрицательное
1953,скрашивать,1,"0,8551",положительное
1954,гладиатор,1,"-0,61375",отрицательное
1955,радостный,1,"1,0",положительное
1956,неоценимый,1,"0,9167",положительное
1957,помучиться,1,"-1,0",отрицательное
1958,зарекомендовать,1,"0,7791",положительное
1959,сосредоточиться,1,"0,9231",положительное
1960,заколебать,1,"-1,0",отрицательное
1961,аккуратный,1,"1,0",положительное
1962,финишировать,1,"0,6667",положительное
1963,кислота,1,"-0,6346",отрицательное
1964,наворотить,1,"-1,0",отрицательное
1965,отбить,1,"-0,7258",отрицательное
1966,хреновый,1,"-1,0",отрицательное
1967,достижимый,1,"0,9",положительное
1968,дура,1,"-1,0",отрицательное
1969,обожание,1,"1,0",положительное
1970,выпятить,1,"-0,7053499999999999",отрицательное
1971,напоказ,1,"-0,7414000000000001",отрицательное
1972,достаток,1,"1,0",положительное
1973,человечность,1,"1,0",положительное
1974,обнять,1,"1,0",положительное
1975,пополнение,1,"0,7154",положительное
1976,исправность,1,"1,0",положительное
1977,рассекать,1,"-0,57845",отрицательное
1978,энтузиазм,1,"1,0",положительное
1979,предатель,1,"-1,0",отрицательное
1980,воровать,1,"-1,0",отрицательное
1981,слуга,1,"-0,6735",отрицательное
1982,добровольный,1,"0,9098",положительное
1983,беззащитный,1,"-0,6755500000000001",отрицательное
1984,авантюризм,1,"-0,63765",отрицательное
1985,охнуть,1,"-0,55505",отрицательное
1986,поздравление,1,"1,0",положительное
1987,собачка,1,"0,9211",положительное
1988,дочка,1,"0,684",положительное
1989,доктор,1,"0,7326",положительное
1990,воспитание,1,"0,9",положительное
